"hh_id","is_complete","num_trips","person_id","person_num","is_participant","day_id","day_num","travel_date","travel_dow","hh_day_complete","num_complete_trip_surveys","summary_complete","begin_day","end_day","no_travel_1","no_travel_2","no_travel_3","no_travel_4","no_travel_5","no_travel_6","no_travel_7","no_travel_8","no_travel_11","no_travel_12","no_travel_13","no_travel_99","delivery_2","delivery_4","delivery_5","delivery_6","delivery_7","delivery_8","delivery_9","delivery_996","shop_online","telecommute_time","day_weight_zonal","day_weight_citywide"
"24078301","1","7","2407830101","1","1","240783010102","2","05/30/2024","4","1","5","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","480","0.22538824205","66.47412836018"
"24078301","0","12","2407830101","1","1","240783010103","3","05/31/2024","5","0","9","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","360","0","0"
"24078301","1","7","2407830101","1","1","240783010104","4","06/01/2024","6","1","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","0","0.22538824205","66.47412836018"
"24078301","1","9","2407830101","1","1","240783010105","5","06/02/2024","7","1","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","0","0.22538824205","66.47412836018"
"24078301","1","10","2407830101","1","1","240783010106","6","06/03/2024","1","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.22538824205","66.47412836018"
"24078301","1","10","2407830101","1","1","240783010107","7","06/04/2024","2","1","10","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.22538824205","66.47412836018"
"24078452","1","3","2407845201","1","1","240784520101","1","05/28/2024","2","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","525","3.6155264069","178.84246113419"
"24078452","1","1","2407845201","1","1","240784520102","2","05/29/2024","3","1","1","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","465","3.6155264069","178.84246113419"
"24078452","1","1","2407845201","1","1","240784520103","3","05/30/2024","4","1","1","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","510","3.6155264069","178.84246113419"
"24078452","1","3","2407845201","1","1","240784520104","4","05/31/2024","5","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","480","3.6155264069","178.84246113419"
"24078452","1","0","2407845201","1","1","240784520105","5","06/01/2024","6","1","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3.6155264069","178.84246113419"
"24078452","0","0","2407845201","1","1","240784520106","6","06/02/2024","7","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"24078452","1","2","2407845201","1","1","240784520107","7","06/03/2024","1","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","480","3.6155264069","178.84246113419"
"24078486","1","4","2407848601","1","1","240784860101","1","05/28/2024","2","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","1","0","0","0","0","0","0","0","0","480","0.19311033878","31.7109054687"
"24078486","1","2","2407848601","1","1","240784860102","2","05/29/2024","3","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","1","0","0","0","0","0","0","0","1","480","0.19311033878","31.7109054687"
"24078486","1","5","2407848601","1","1","240784860103","3","05/30/2024","4","1","5","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","1","0","0","0","0","0","0","0","1","480","0.19311033878","31.7109054687"
"24078486","1","9","2407848601","1","1","240784860104","4","05/31/2024","5","1","9","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","1","0","0","0","0","0","0","0","1","60","0.19311033878","31.7109054687"
"24078486","1","8","2407848601","1","1","240784860105","5","06/01/2024","6","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.19311033878","31.7109054687"
"24078486","1","8","2407848601","1","1","240784860106","6","06/02/2024","7","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.19311033878","31.7109054687"
"24078486","1","7","2407848601","1","1","240784860107","7","06/03/2024","1","1","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","480","0.19311033878","31.7109054687"
"24078504","1","6","2407850401","1","1","240785040101","1","06/10/2024","1","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","420","0.19319759019","111.23859040535"
"24078504","1","9","2407850401","1","1","240785040102","2","06/11/2024","2","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.19319759019","111.23859040535"
"24078504","1","7","2407850401","1","1","240785040103","3","06/12/2024","3","1","5","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.19319759019","111.23859040535"
"24078504","1","5","2407850401","1","1","240785040104","4","06/13/2024","4","1","5","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","480","0.19319759019","111.23859040535"
"24078504","1","3","2407850401","1","1","240785040105","5","06/14/2024","5","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.19319759019","111.23859040535"
"24078504","1","9","2407850401","1","1","240785040106","6","06/15/2024","6","1","7","1","1","2","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.19319759019","111.23859040535"
"24078504","1","8","2407850401","1","1","240785040107","7","06/16/2024","7","1","7","1","2","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.19319759019","111.23859040535"
"24078584","1","5","2407858401","1","1","240785840101","1","05/10/2024","5","1","5","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","1.6168746931","181.40987788288"
"24078596","1","7","2407859601","1","1","240785960101","1","06/11/2024","2","1","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","1.70048426342","66.77729544233"
"24078596","1","8","2407859601","1","1","240785960102","2","06/12/2024","3","1","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","0","1.70048426342","66.77729544233"
"24078596","1","2","2407859601","1","1","240785960103","3","06/13/2024","4","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","480","1.70048426342","66.77729544233"
"24078596","1","4","2407859601","1","1","240785960104","4","06/14/2024","5","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","315","1.70048426342","66.77729544233"
"24078596","1","3","2407859601","1","1","240785960105","5","06/15/2024","6","1","1","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","1.70048426342","66.77729544233"
"24078596","1","0","2407859601","1","1","240785960106","6","06/16/2024","7","1","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1.70048426342","66.77729544233"
"24078596","1","0","2407859601","1","1","240785960107","7","06/17/2024","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","435","1.70048426342","66.77729544233"
"24078597","1","3","2407859701","1","1","240785970101","1","05/16/2024","4","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","420","79.46355139484","30.13755238939"
"24078597","1","3","2407859701","1","1","240785970102","2","05/17/2024","5","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","420","79.46355139484","30.13755238939"
"24078597","1","2","2407859701","1","1","240785970103","3","05/18/2024","6","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","1","0","0","0","0","0","0","0","0","0","79.46355139484","30.13755238939"
"24078597","1","11","2407859701","1","1","240785970104","4","05/19/2024","7","1","9","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","1","0","0","0","0","0","0","0","0","0","79.46355139484","30.13755238939"
"24078597","1","6","2407859701","1","1","240785970105","5","05/20/2024","1","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","0","79.46355139484","30.13755238939"
"24078597","1","10","2407859701","1","1","240785970106","6","05/21/2024","2","1","10","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","79.46355139484","30.13755238939"
"24078597","1","11","2407859701","1","1","240785970107","7","05/22/2024","3","1","10","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","79.46355139484","30.13755238939"
"24078613","1","0","2407861301","1","1","240786130101","1","06/12/2024","3","1","0","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","540","0.2251475166","60.20923285346"
"24078613","0","13","2407861301","1","1","240786130102","2","06/13/2024","4","0","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","0","0","0"
"24078613","1","2","2407861301","1","1","240786130103","3","06/14/2024","5","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","510","0.2251475166","60.20923285346"
"24078613","1","4","2407861301","1","1","240786130104","4","06/15/2024","6","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.2251475166","60.20923285346"
"24078613","1","6","2407861301","1","1","240786130105","5","06/16/2024","7","1","6","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.2251475166","60.20923285346"
"24078613","1","4","2407861301","1","1","240786130106","6","06/17/2024","1","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","510","0.2251475166","60.20923285346"
"24078613","1","2","2407861301","1","1","240786130107","7","06/18/2024","2","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","510","0.2251475166","60.20923285346"
"24078615","1","8","2407861501","1","1","240786150101","1","05/30/2024","4","1","8","1","1","2","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","285","0.19349902888","17.12231366606"
"24078615","1","15","2407861501","1","1","240786150102","2","05/31/2024","5","1","12","1","2","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","270","0.19349902888","17.12231366606"
"24078615","1","6","2407861501","1","1","240786150103","3","06/01/2024","6","1","6","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","0","0.19349902888","17.12231366606"
"24078615","1","2","2407861501","1","1","240786150104","4","06/02/2024","7","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.19349902888","17.12231366606"
"24078615","1","8","2407861501","1","1","240786150105","5","06/03/2024","1","1","7","1","1","2","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","120","0.19349902888","17.12231366606"
"24078615","1","5","2407861501","1","1","240786150106","6","06/04/2024","2","1","4","1","2","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","240","0.19349902888","17.12231366606"
"24078615","1","12","2407861501","1","1","240786150107","7","06/05/2024","3","1","10","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","285","0.19349902888","17.12231366606"
"24078641","1","9","2407864101","1","1","240786410101","1","06/20/2024","4","1","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","105","0.19326875404","45.7186535651"
"24078641","1","4","2407864101","1","1","240786410102","2","06/21/2024","5","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","600","0.19326875404","45.7186535651"
"24078641","1","4","2407864101","1","1","240786410103","3","06/22/2024","6","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.19326875404","45.7186535651"
"24078641","1","2","2407864101","1","1","240786410104","4","06/23/2024","7","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","0","0.19326875404","45.7186535651"
"24078641","1","2","2407864101","1","1","240786410105","5","06/24/2024","1","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","600","0.19326875404","45.7186535651"
"24078641","1","6","2407864101","1","1","240786410106","6","06/25/2024","2","1","6","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","0","0.19326875404","45.7186535651"
"24078641","1","2","2407864101","1","1","240786410107","7","06/26/2024","3","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","600","0.19326875404","45.7186535651"
"24078643","1","2","2407864301","1","1","240786430101","1","06/02/2024","7","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","1","0","1","0","0","0","0","0","1","0","3.09902263449","153.29353811502"
"24078643","1","8","2407864301","1","1","240786430102","2","06/03/2024","1","1","7","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","3.09902263449","153.29353811502"
"24078643","1","14","2407864301","1","1","240786430103","3","06/04/2024","2","1","11","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","3.09902263449","153.29353811502"
"24078643","1","15","2407864301","1","1","240786430104","4","06/05/2024","3","1","14","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","0","3.09902263449","153.29353811502"
"24078643","1","12","2407864301","1","1","240786430105","5","06/06/2024","4","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","0","3.09902263449","153.29353811502"
"24078643","1","7","2407864301","1","1","240786430106","6","06/07/2024","5","1","7","1","1","7","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","3.09902263449","153.29353811502"
"24078643","1","6","2407864301","1","1","240786430107","7","06/08/2024","6","1","6","1","7","1","995","995","995","995","995","995","995","995","995","995","995","995","1","0","0","0","0","0","0","0","0","0","3.09902263449","153.29353811502"
"24078711","1","9","2407871101","1","1","240787110101","1","05/29/2024","3","1","9","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","495","0.19311033878","31.7109054687"
"24078711","1","13","2407871101","1","1","240787110102","2","05/30/2024","4","1","13","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","480","0.19311033878","31.7109054687"
"24078711","1","5","2407871101","1","1","240787110103","3","05/31/2024","5","1","5","1","7","7","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.19311033878","31.7109054687"
"24078711","1","4","2407871101","1","1","240787110104","4","06/01/2024","6","1","4","1","7","7","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.19311033878","31.7109054687"
"24078711","1","3","2407871101","1","1","240787110105","5","06/02/2024","7","1","3","1","7","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","0","0.19311033878","31.7109054687"
"24078711","1","5","2407871101","1","1","240787110106","6","06/03/2024","1","1","5","1","1","7","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","315","0.19311033878","31.7109054687"
"24078711","1","5","2407871101","1","1","240787110107","7","06/04/2024","2","1","5","1","7","7","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","480","0.19311033878","31.7109054687"
"24078741","1","5","2407874101","1","1","240787410101","1","05/28/2024","2","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","995","0.22567429154","31.1302090208"
"24078741","1","9","2407874101","1","1","240787410102","2","05/29/2024","3","1","6","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.22567429154","31.1302090208"
"24078741","1","12","2407874101","1","1","240787410103","3","05/30/2024","4","1","9","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.22567429154","31.1302090208"
"24078741","1","19","2407874101","1","1","240787410104","4","05/31/2024","5","1","15","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.22567429154","31.1302090208"
"24078741","1","3","2407874101","1","1","240787410105","5","06/01/2024","6","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","995","0.22567429154","31.1302090208"
"24078741","0","0","2407874101","1","1","240787410106","6","06/02/2024","7","0","0","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","1","0","0","0","0","0","0","0","1","995","0","0"
"24078741","1","11","2407874101","1","1","240787410107","7","06/03/2024","1","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","995","0.22567429154","31.1302090208"
"24078759","1","2","2407875901","1","1","240787590101","1","05/11/2024","6","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","181.35764716258","153.32606053339"
"24078759","1","2","2407875901","1","1","240787590102","2","05/12/2024","7","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","30","181.35764716258","153.32606053339"
"24078759","1","4","2407875901","1","1","240787590103","3","05/13/2024","1","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","30","181.35764716258","153.32606053339"
"24078759","1","2","2407875901","1","1","240787590104","4","05/14/2024","2","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","30","181.35764716258","153.32606053339"
"24078759","1","2","2407875901","1","1","240787590105","5","05/15/2024","3","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","30","181.35764716258","153.32606053339"
"24078759","1","8","2407875901","1","1","240787590106","6","05/16/2024","4","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","30","181.35764716258","153.32606053339"
"24078759","1","8","2407875901","1","1","240787590107","7","05/17/2024","5","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","30","181.35764716258","153.32606053339"
"24078798","1","0","2407879801","1","1","240787980101","1","05/30/2024","4","1","0","1","1","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","995","1,104.05323664136","958.97844016049"
"24078798","1","0","2407879801","1","1","240787980102","2","05/31/2024","5","1","0","1","1","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","995","1,104.05323664136","958.97844016049"
"24078798","1","6","2407879801","1","1","240787980103","3","06/01/2024","6","1","6","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","1,104.05323664136","958.97844016049"
"24078798","1","2","2407879801","1","1","240787980104","4","06/02/2024","7","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","1,104.05323664136","958.97844016049"
"24078798","1","12","2407879801","1","1","240787980105","5","06/03/2024","1","1","10","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","1,104.05323664136","958.97844016049"
"24078798","1","11","2407879801","1","1","240787980106","6","06/04/2024","2","1","10","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","1,104.05323664136","958.97844016049"
"24078798","1","14","2407879801","1","1","240787980107","7","06/05/2024","3","1","13","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","1,104.05323664136","958.97844016049"
"24078800","1","1","2407880001","1","1","240788000101","1","06/01/2024","6","1","1","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","0","21.65374641231","80.5051658571"
"24078800","1","2","2407880001","1","1","240788000102","2","06/02/2024","7","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","0","21.65374641231","80.5051658571"
"24078800","1","7","2407880001","1","1","240788000103","3","06/03/2024","1","1","6","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","0","21.65374641231","80.5051658571"
"24078800","1","7","2407880001","1","1","240788000104","4","06/04/2024","2","1","5","1","3","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","360","21.65374641231","80.5051658571"
"24078800","1","10","2407880001","1","1","240788000105","5","06/05/2024","3","1","7","1","3","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","375","21.65374641231","80.5051658571"
"24078800","1","10","2407880001","1","1","240788000106","6","06/06/2024","4","1","9","1","3","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","0","21.65374641231","80.5051658571"
"24078800","0","0","2407880001","1","1","240788000107","7","06/07/2024","5","0","0","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","375","0","0"
"24078862","1","5","2407886201","1","1","240788620101","1","05/29/2024","3","1","5","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.19312809326","45.63991055557"
"24078862","1","4","2407886201","1","1","240788620102","2","05/30/2024","4","1","4","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","995","0.19312809326","45.63991055557"
"24078862","1","5","2407886201","1","1","240788620103","3","05/31/2024","5","1","5","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.19312809326","45.63991055557"
"24078862","1","16","2407886201","1","1","240788620104","4","06/01/2024","6","1","16","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.19312809326","45.63991055557"
"24078862","1","2","2407886201","1","1","240788620105","5","06/02/2024","7","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","995","0.19312809326","45.63991055557"
"24078862","1","3","2407886201","1","1","240788620106","6","06/03/2024","1","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","995","0.19312809326","45.63991055557"
"24078862","1","6","2407886201","1","1","240788620107","7","06/04/2024","2","1","6","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","995","0.19312809326","45.63991055557"
"24078925","1","0","2407892501","1","1","240789250101","1","05/28/2024","2","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","60","0.19343510703","26.68303630354"
"24078925","1","0","2407892501","1","1","240789250102","2","05/29/2024","3","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.19343510703","26.68303630354"
"24078925","1","2","2407892501","1","1","240789250103","3","05/30/2024","4","1","2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0.19343510703","26.68303630354"
"24078925","1","0","2407892501","1","1","240789250104","4","05/31/2024","5","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0.19343510703","26.68303630354"
"24078925","1","2","2407892501","1","1","240789250105","5","06/01/2024","6","1","2","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","60","0.19343510703","26.68303630354"
"24078925","1","2","2407892501","1","1","240789250106","6","06/02/2024","7","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.19343510703","26.68303630354"
"24078925","1","10","2407892501","1","1","240789250107","7","06/03/2024","1","1","10","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","1","0","0.19343510703","26.68303630354"
"24078949","1","2","2407894901","1","1","240789490101","1","06/12/2024","3","1","2","1","1","997","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","450","0.67628049845","150.79203390498"
"24078949","1","5","2407894901","1","1","240789490102","2","06/13/2024","4","1","4","1","1","997","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","450","0.67628049845","150.79203390498"
"24078949","0","0","2407894901","1","1","240789490103","3","06/14/2024","5","0","0","0","1","1","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","0","0"
"24078949","0","0","2407894901","1","1","240789490104","4","06/15/2024","6","0","0","0","1","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","0","0"
"24078949","0","0","2407894901","1","1","240789490105","5","06/16/2024","7","0","0","0","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","0","0"
"24078949","0","3","2407894901","1","1","240789490106","6","06/17/2024","1","0","0","0","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","0","0"
"24078949","0","0","2407894901","1","1","240789490107","7","06/18/2024","2","0","0","0","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","0","0"
"24078993","1","5","2407899301","1","1","240789930101","1","06/20/2024","4","1","5","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","480","6,024.38179010586","2,906.27502132404"
"24078997","1","11","2407899701","1","1","240789970101","1","05/29/2024","3","1","11","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.19300583856","54.33339312913"
"24078997","1","9","2407899701","1","1","240789970102","2","05/30/2024","4","1","9","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.19300583856","54.33339312913"
"24078997","1","3","2407899701","1","1","240789970103","3","05/31/2024","5","1","3","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","240","0.19300583856","54.33339312913"
"24078997","1","11","2407899701","1","1","240789970104","4","06/01/2024","6","1","11","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","1","0","0.19300583856","54.33339312913"
"24078997","1","0","2407899701","1","1","240789970105","5","06/02/2024","7","1","0","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0.19300583856","54.33339312913"
"24078997","1","2","2407899701","1","1","240789970106","6","06/03/2024","1","1","2","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","1","0","0","0","0","0","0","480","0.19300583856","54.33339312913"
"24078997","1","8","2407899701","1","1","240789970107","7","06/04/2024","2","1","8","1","1","1","995","995","995","995","995","995","995","995","995","995","995","995","0","0","0","0","0","0","0","1","0","0","0.19300583856","54.33339312913"
