is_first,is_last,is_terminal,language_instruction,language_instruction_2,language_instruction_3,observation.state.gripper_position,observation.state.cartesian_position,observation.state.joint_position,observation.state,action.gripper_position,action.gripper_velocity,action.cartesian_position,action.cartesian_velocity,action.joint_position,action.joint_velocity,action.original,action,discount,reward,task_category,building,collector_id,date,camera_extrinsics.wrist_left,camera_extrinsics.exterior_1_left,camera_extrinsics.exterior_2_left,is_episode_successful,timestamp,frame_index,episode_index,index,task_index
false,false,false,"","","",0.0,"[0.5447039, -0.009260004, 0.19423388, -3.0827718, 0.076906614, -0.7600353]","[0.07698587, 0.38935056, -0.08399094, -2.2268665, 0.24348834, 2.5863707, 0.5522901]","[0.07698587, 0.38935056, -0.08399094, -2.2268665, 0.24348834, 2.5863707, 0.5522901, 0.0]",0.0,0.0,"[0.53614885, -0.043639887, 0.22085564, -3.0905592, 0.07085497, -0.6940576]","[-0.11474859, -0.33446497, 0.28156745, -0.0424192, 0.03798073, 0.3375763]","[0.032985378, 0.3205842, -0.10494138, -2.2496755, 0.20248094, 2.5302594, 0.46197388]","[-0.16128896, -0.28373748, -0.07411241, -0.10770483, -0.16361123, -0.23868717, -0.32369983]","[0.53614885, -0.043639887, 0.22085564, -3.0905592, 0.07085497, -0.6940576, 0.0]","[0.032985378, 0.3205842, -0.10494138, -2.2496755, 0.20248094, 2.5302594, 0.46197388, 0.0]",1.0,0.0,AHG kitchen table,AHG kitchen table,32cba90c,32cba90c,"[0.28750175, -0.24452074, 0.35670605, 2.665506, -0.23069018, 1.7517635]","[-0.017371474, -0.3359306, 0.3953357, -1.9604263, -0.040165838, -1.1861516]","[0.041206647, 0.3641724, 0.3153686, -1.8831731, -0.023401557, -1.6345371]",true,11.533334,173,8122,2358695,0
false,false,false,"","","",0.0,"[0.5289337, -0.059693437, 0.20899, 2.3495123, -0.3962585, -0.40551162]","[0.01985801, 0.36004975, -0.061885003, -2.1871035, -1.1060975, 2.1515603, 1.3672004]","[0.01985801, 0.36004975, -0.061885003, -2.1871035, -1.1060975, 2.1515603, 1.3672004, 0.0]",0.0,0.0,"[0.5280447, -0.05536738, 0.21618953, 2.3329105, -0.35395956, -0.39931834]","[-0.007775474, 0.05641957, 0.083284974, 0.03844247, 0.24951623, -0.0078040627]","[0.017006703, 0.34706634, -0.045205623, -2.1868114, -1.069793, 2.1152296, 1.3116306]","[-0.013230485, -0.055336226, 0.07378609, 0.0014523322, 0.17237313, -0.14381053, -0.23849109]","[0.5280447, -0.05536738, 0.21618953, 2.3329105, -0.35395956, -0.39931834, 0.0]","[0.017006703, 0.34706634, -0.045205623, -2.1868114, -1.069793, 2.1152296, 1.3116306, 0.0]",1.0,0.0,640 Palo Alto Ave,640 Palo Alto Ave,52ca9b6a,52ca9b6a,"[0.37090498, -0.07090127, 0.3768689, 2.8910828, -0.15630695, 1.8065364]","[0.3213374, 0.5599755, 0.5815882, -2.0829124, -0.06337062, -2.6288774]","[0.1049723, -0.49289706, 0.34725237, -1.8445958, -0.017755177, -0.45684972]",true,5.6666665,85,8128,2360314,0
false,false,false,Wipe the counter with the cloth,Use the towel to wipe the counter,Use the cloth to wipe the surface,0.0,"[0.31158838, -0.108207114, 0.47440314, 3.079405, -0.18064268, -0.21196528]","[-0.19533184, -0.7929413, -0.115271874, -2.6988492, -0.1511639, 2.0898747, -0.003189749]","[-0.19533184, -0.7929413, -0.115271874, -2.6988492, -0.1511639, 2.0898747, -0.003189749, 0.0]",0.0,0.0,"[0.31158736, -0.10820633, 0.4744026, 3.0794034, -0.1806431, -0.21195768]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.19413628, -0.7926846, -0.11615163, -2.696404, -0.15163977, 2.086721, -0.0027420751]","[0.0059778206, 0.0013061839, -0.0044040545, 0.012247865, -0.0023796202, -0.01577081, 0.0022700436]","[0.31158736, -0.10820633, 0.4744026, 3.0794034, -0.1806431, -0.21195768, 0.0]","[-0.19413628, -0.7926846, -0.11615163, -2.696404, -0.15163977, 2.086721, -0.0027420751, 0.0]",1.0,0.0,Penn Levine 457,Penn Levine 457,acda9df3,acda9df3,"[0.2307966, -0.1252908, 0.4526146, 2.6380157, 0.06744121, 1.337185]","[0.41505125, 0.5187282, 0.30785838, -2.0994866, 0.042815298, -2.2501898]","[0.057671063, -0.43256903, 0.522872, -1.9443558, 0.14074096, -0.51174426]",true,1.3333334,20,8142,2363473,2089
false,false,false,Use the towel to wipe the plate,Wipe the gray plate with the white towel,Use the towel to wipe the plate,0.0,"[0.34310922, -0.14072618, 0.4242862, 2.9998367, -0.21621944, -0.49188435]","[-0.3469091, -0.5882398, -0.029304707, -2.704247, -0.24574691, 2.2994487, 0.28166628]","[-0.3469091, -0.5882398, -0.029304707, -2.704247, -0.24574691, 2.2994487, 0.28166628, 0.0]",0.0,0.0,"[0.34428424, -0.14169167, 0.42403647, 2.9996903, -0.21443631, -0.49314758]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.33885205, -0.58269966, -0.03819588, -2.6979804, -0.25145364, 2.2953455, 0.28571057]","[0.04466185, -0.0022872458, -0.042640086, 0.01066149, -0.028519962, -0.020869061, 0.019890115]","[0.34428424, -0.14169167, 0.42403647, 2.9996903, -0.21443631, -0.49314758, 0.0]","[-0.33885205, -0.58269966, -0.03819588, -2.6979804, -0.25145364, 2.2953455, 0.28571057, 0.0]",1.0,0.0,Penn Levine 457,Penn Levine 457,acda9df3,acda9df3,"[0.25334677, -0.059106655, 0.42120034, 2.5197053, 0.14324297, 1.2083703]","[0.4075852, 0.48209795, 0.38544646, -2.0318954, 0.014038407, -2.6116662]","[0.20439687, -0.45733672, 0.44587713, -1.9131078, 0.14622808, -0.28728533]",true,3.3333333,50,8150,2365810,651
false,false,false,Pick up the lid from the pot and put it on the table.,Remove the glass lid from the pot.,Remove the lid from the pot and place it on the counter,0.49779734,"[0.53089255, 0.10217927, 0.3040006, -3.133799, 0.045136854, 0.23064347]","[0.06255779, 0.15708652, 0.12871543, -2.2134311, -0.01935268, 2.3237243, -0.026751343]","[0.06255779, 0.15708652, 0.12871543, -2.2134311, -0.01935268, 2.3237243, -0.026751343, 0.49779734]",0.74779737,1.0,"[0.4878148, 0.15980858, 0.32569146, -3.12774, 0.018007165, 0.36167005]","[-0.45371807, 0.5386477, 0.22999586, 0.08383314, -0.13626961, 0.6358426]","[0.13255733, 0.053227015, 0.17969127, -2.2979295, -4.0436164e-05, 2.3298893, -0.048898064]","[0.2581682, -0.4098587, 0.17304145, -0.332244, 0.09626697, 0.030009463, -0.1083398]","[0.4878148, 0.15980858, 0.32569146, -3.12774, 0.018007165, 0.36167005, 0.74779737]","[0.13255733, 0.053227015, 0.17969127, -2.2979295, -4.0436164e-05, 2.3298893, -0.048898064, 0.74779737]",1.0,0.0,Mila Staff Kitchen,Mila Staff Kitchen,75b7b0f9,75b7b0f9,"[0.24662252, -0.12627406, 0.41133255, 2.853364, -0.18197796, 1.5666046]","[0.27329665, -0.60833186, 0.32836354, -1.89862, -0.038990725, -0.75936717]","[0.2595096, 0.5942129, 0.38216504, -1.9816693, 0.14012562, -2.474705]",true,7.733333,116,8163,2368847,3070
false,false,false,"","","",0.0,"[0.39812025, 0.008674241, 0.27250776, -3.114163, -0.10365457, -0.30130002]","[-0.023538949, -0.15517709, 0.04705134, -2.7622354, 0.00065746944, 2.7142096, 0.32263038]","[-0.023538949, -0.15517709, 0.04705134, -2.7622354, 0.00065746944, 2.7142096, 0.32263038, 0.0]",0.0,0.0,"[0.337587, 0.0009612468, 0.22933891, -3.1196423, -0.13517407, -0.33695802]","[-0.81980115, -0.0843533, -0.48896027, -0.10223136, -0.17541005, -0.15685186]","[-0.051539235, -0.04985217, 0.049979694, -2.7618773, -0.047845848, 2.8376217, 0.37621477]","[-0.11964363, 0.41497576, 0.0148698585, 0.0018370501, -0.2227051, 0.4958174, 0.20708099]","[0.337587, 0.0009612468, 0.22933891, -3.1196423, -0.13517407, -0.33695802, 0.0]","[-0.051539235, -0.04985217, 0.049979694, -2.7618773, -0.047845848, 2.8376217, 0.37621477, 0.0]",1.0,0.0,416 W Dana St,416 W Dana St,52ca9b6a,52ca9b6a,"[0.22865793, 0.150443, 0.56676954, -2.6892786, 0.17106208, -1.4806155]","[0.49680585, 0.36234212, 0.5251077, -2.4100463, -0.062206846, -3.133518]","[0.19030489, -0.61781734, 0.4492833, -2.0743568, -0.0668382, -0.72600836]",false,5.0666666,76,8167,2369858,0
false,false,false,zip up the coat,Pull the zipper of the black vest up,zip up the coat,0.0,"[0.5778622, 0.03116105, 0.12978122, -3.1360755, -0.060221314, -0.06293232]","[0.060091212, 0.6083881, -0.005757634, -2.0999463, 0.0045580487, 2.7687745, 0.11403755]","[0.060091212, 0.6083881, -0.005757634, -2.0999463, 0.0045580487, 2.7687745, 0.11403755, 0.0]",0.0,0.0,"[0.57720876, 0.030995466, 0.12735863, 3.1388295, -0.06936821, -0.073195525]","[-0.0036320642, -0.0014117052, -0.022158796, -0.058140475, -0.0672339, -0.06996004]","[0.07408719, 0.61318964, -0.020991301, -2.100417, 0.0032519777, 2.7809741, 0.12711975]","[0.07004953, 0.018536912, -0.07592478, -0.00041306176, -0.0065546483, 0.06098801, 0.064434946]","[0.57720876, 0.030995466, 0.12735863, 3.1388295, -0.06936821, -0.073195525, 0.0]","[0.07408719, 0.61318964, -0.020991301, -2.100417, 0.0032519777, 2.7809741, 0.12711975, 0.0]",1.0,0.0,BWW,BWW,cf2a60c6,cf2a60c6,"[0.28973418, -0.034460586, 0.43160015, 2.8625522, -0.03358117, 1.5558797]","[0.31817064, -0.39670646, 0.4701999, -2.128355, -0.30651587, -0.41637915]","[0.36493063, 0.54330117, 0.3618787, -1.9950994, 0.10673074, -2.649374]",true,5.3333335,80,8169,2370415,5430
false,false,false,Pick up the checked black pillow and put it on top of the white pillow,Put the checkered pillow on top of the white pillow.,Put the striped pillow on top of the checked one,0.97356826,"[0.68022686, -0.07479326, 0.45686615, -3.0721147, -0.15760875, -0.058786996]","[-0.08389811, 0.37081224, -0.039031558, -1.5355412, 0.105203755, 2.057077, -0.10806192]","[-0.08389811, 0.37081224, -0.039031558, -1.5355412, 0.105203755, 2.057077, -0.10806192, 0.97356826]",0.99339205,0.07929515,"[0.6728559, -0.05994289, 0.50217646, -3.1301372, -0.15995128, 0.055370964]","[-0.090852164, 0.1502134, 0.5476375, -0.31884074, -0.031386137, 0.53708565]","[-0.06965017, 0.3195829, -0.027510537, -1.4989929, 0.04520998, 1.9724727, -0.16230601]","[0.056571666, -0.23703015, 0.042080887, 0.15073569, -0.25015685, -0.35133618, -0.19848764]","[0.6728559, -0.05994289, 0.50217646, -3.1301372, -0.15995128, 0.055370964, 0.99339205]","[-0.06965017, 0.3195829, -0.027510537, -1.4989929, 0.04520998, 1.9724727, -0.16230601, 0.99339205]",1.0,0.0,403 Fairmont,403 Fairmont,52ca9b6a,52ca9b6a,"[0.35857517, -0.055164784, 0.52603626, 3.0173242, -0.27580675, 1.3341829]","[0.14093514, 0.6601917, 0.454085, -2.0268807, 0.011906561, -2.5712323]","[0.19313765, -0.42487064, 0.6371501, -2.2173672, -0.0547813, -0.70569336]",true,13.666667,205,8173,2372473,5431
false,false,false,Remove one brown and one purple object from the box,Take the battery and a purple pack out of the black tray,"Pick up a battery from the black tray, put it on the white towel, remove the purple packet from the tray and place it on the white towel",0.9911894,"[0.62287265, -0.11515611, 0.27262536, -3.1240802, -0.04656627, -0.568501]","[-0.04355404, 0.4398829, -0.14839244, -1.9093047, 0.09025199, 2.3927302, 0.32700288]","[-0.04355404, 0.4398829, -0.14839244, -1.9093047, 0.09025199, 2.3927302, 0.32700288, 0.9911894]",0.99779737,0.026431717,"[0.6523657, -0.11229762, 0.27197564, -3.112915, -0.074588425, -0.55501026]","[0.32333142, 0.028262481, -0.01947755, -0.024751276, -0.14940079, 0.0741778]","[-0.04840431, 0.4995619, -0.13344073, -1.8186691, 0.091638826, 2.3921974, 0.3261233]","[-0.024645347, 0.24368933, 0.06478793, 0.3620162, 0.0069042025, -0.00368054, -0.004086333]","[0.6523657, -0.11229762, 0.27197564, -3.112915, -0.074588425, -0.55501026, 0.99779737]","[-0.04840431, 0.4995619, -0.13344073, -1.8186691, 0.091638826, 2.3921974, 0.3261233, 0.99779737]",1.0,0.0,640 Palo Alto Ave,640 Palo Alto Ave,52ca9b6a,52ca9b6a,"[0.20203124, -0.052741095, 0.564177, 3.023187, -0.18681943, 1.657539]","[0.16919883, 0.6687719, 0.5257409, -1.7505391, 0.0008641286, -2.2809758]","[0.41471255, -0.27716073, 0.33458084, -1.8112034, 0.032836005, -0.20264992]",true,29.733334,446,8204,2380478,5457
false,false,false,"","","",0.91189426,"[0.45489126, 0.26935986, 0.15059707, 2.8674242, 0.07145888, -0.5625271]","[0.5030487, 0.47620836, 0.032574926, -2.169286, -0.11071111, 2.3657556, 1.176708]","[0.5030487, 0.47620836, 0.032574926, -2.169286, -0.11071111, 2.3657556, 1.176708, 0.91189426]",0.9779736,0.26431718,"[0.48865137, 0.25930834, 0.1590919, 2.8498352, 0.054648265, -0.5604599]","[0.36222622, -0.076110356, 0.08112594, -0.13754138, 0.01054366, 0.047667503]","[0.4559974, 0.49839827, 0.03570658, -2.092322, -0.15499984, 2.3033304, 1.1638258]","[-0.17906246, 0.10627057, 0.023356665, 0.33318734, -0.17190224, -0.28395447, -0.0631632]","[0.48865137, 0.25930834, 0.1590919, 2.8498352, 0.054648265, -0.5604599, 0.9779736]","[0.4559974, 0.49839827, 0.03570658, -2.092322, -0.15499984, 2.3033304, 1.1638258, 0.9779736]",1.0,0.0,AHG kitchen table,AHG kitchen table,32cba90c,32cba90c,"[0.245978, 0.12635466, 0.47889537, 2.9809363, -0.23082837, 1.4027267]","[-0.01450775, -0.34049582, 0.40201166, -1.8332045, 0.06260047, -1.2730972]","[0.09380332, 0.38634083, 0.30926117, -1.8690271, -0.016836625, -1.8865373]",true,27.133333,407,8205,2380926,0
false,false,false,"","","",0.36563876,"[0.41468003, 0.01153603, 0.23922366, 3.02652, -0.12670253, 0.5978026]","[-0.0087191565, -0.0032449728, 0.020899689, -2.7338948, -0.109085836, 2.8981936, -0.47463575]","[-0.0087191565, -0.0032449728, 0.020899689, -2.7338948, -0.109085836, 2.8981936, -0.47463575, 0.36563876]",0.6156388,1.0,"[0.3882749, 0.04997023, 0.25809187, 3.0078592, -0.13475879, 0.6817391]","[-0.3013385, 0.38266584, 0.24202695, -0.059181076, -0.11888404, 0.37532914]","[0.045566935, -0.10185236, 0.055617183, -2.802855, -0.13613348, 2.884606, -0.4423073]","[0.19070596, -0.4411102, 0.13714972, -0.29193336, -0.120162435, -0.06610829, 0.15718006]","[0.3882749, 0.04997023, 0.25809187, 3.0078592, -0.13475879, 0.6817391, 0.6156388]","[0.045566935, -0.10185236, 0.055617183, -2.802855, -0.13613348, 2.884606, -0.4423073, 0.6156388]",1.0,0.0,AHG kitchen table,AHG kitchen table,32cba90c,32cba90c,"[0.245978, 0.12635466, 0.47889537, 2.9809363, -0.23082837, 1.4027267]","[-0.01450775, -0.34049582, 0.40201166, -1.8332045, 0.06260047, -1.2730972]","[0.09380332, 0.38634083, 0.30926117, -1.8690271, -0.016836625, -1.8865373]",true,82.2,1233,8205,2381752,0
false,true,true,"","","",0.0,"[0.463545, 0.06229216, 0.25517, 3.0704622, -0.08337929, 0.513528]","[0.07685985, 0.06967592, 0.049273178, -2.5428092, -0.09149412, 2.7148547, -0.30336514]","[0.07685985, 0.06967592, 0.049273178, -2.5428092, -0.09149412, 2.7148547, -0.30336514, 0.0]",0.0,0.0,"[0.46350184, 0.062298503, 0.25518256, 3.0705848, -0.08300547, 0.5132698]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.066956505, 0.068769395, 0.05921003, -2.5418515, -0.092317365, 2.7117176, -0.30255482]","[-0.049656197, -0.0038249167, 0.04962957, 0.0047876877, -0.004039925, -0.012956852, 0.0026601006]","[0.46350184, 0.062298503, 0.25518256, 3.0705848, -0.08300547, 0.5132698, 0.0]","[0.066956505, 0.068769395, 0.05921003, -2.5418515, -0.092317365, 2.7117176, -0.30255482, 0.0]",1.0,1.0,AHG kitchen table,AHG kitchen table,32cba90c,32cba90c,"[0.245978, 0.12635466, 0.47889537, 2.9809363, -0.23082837, 1.4027267]","[-0.01450775, -0.34049582, 0.40201166, -1.8332045, 0.06260047, -1.2730972]","[0.09380332, 0.38634083, 0.30926117, -1.8690271, -0.016836625, -1.8865373]",true,90.13333,1352,8205,2381871,0
false,false,false,Put the blue toy car in the green lunchbox and then close the lid of the lunchbox,Put the toy car in the green box then close it,Put the blue toy car in the green lunch box and then close the lunch box,0.0,"[0.44355565, 0.16129231, 0.41593665, -2.776507, 0.34158707, 0.77375716]","[0.15242706, -0.06730828, 0.15315507, -2.1174097, 0.18739626, 1.5858089, -0.4545838]","[0.15242706, -0.06730828, 0.15315507, -2.1174097, 0.18739626, 1.5858089, -0.4545838, 0.0]",0.0,0.0,"[0.44626692, 0.16856432, 0.42023104, -2.805593, 0.35976043, 0.775124]","[0.038156938, 0.089119606, 0.05667403, -0.20825161, -0.036731217, 0.063587934]","[0.16405949, -0.05784358, 0.1596298, -2.0948691, 0.1606359, 1.5726256, -0.43036857]","[0.057781942, 0.046878155, 0.025181508, 0.11134091, -0.1283032, -0.06596516, 0.12040985]","[0.44626692, 0.16856432, 0.42023104, -2.805593, 0.35976043, 0.775124, 0.0]","[0.16405949, -0.05784358, 0.1596298, -2.0948691, 0.1606359, 1.5726256, -0.43036857, 0.0]",1.0,0.0,2300 Jane Ln,2300 Jane Ln,52ca9b6a,52ca9b6a,"[0.3360945, -0.22959925, 0.48905402, 2.7395043, -0.028715687, 1.5886563]","[0.30813298, 0.6210811, 0.58922863, -1.9333234, 0.07062585, -2.34925]","[0.15835615, -0.5530633, 0.6322365, -1.6781553, 0.02005572, -0.47264367]",true,21.0,315,8206,2382187,5458
false,false,false,Remove the water bottles from the white storage box.,Remove the water bottles from the box and put them on the counter,Remove the water bottles from the white box and place them on the upper counter.,0.66519827,"[0.5300958, 0.33960244, 0.5397009, 3.132477, -0.18618874, -0.07465557]","[0.41220534, 0.17230713, 0.18947726, -1.6063778, -0.16447027, 1.9124905, 0.7167682]","[0.41220534, 0.17230713, 0.18947726, -1.6063778, -0.16447027, 1.9124905, 0.7167682, 0.66519827]",0.84340554,0.7128293,"[0.50052047, 0.299547, 0.59138876, 3.12441, -0.21036105, -0.15472709]","[-0.3238335, -0.43970147, 0.4709392, -0.06709832, -0.08444339, -0.4799775]","[0.37047443, 0.037379213, 0.19692667, -1.6510055, -0.1648869, 1.8317862, 0.7549589]","[-0.18040892, -0.5250671, 0.03924483, -0.22298002, -0.003477489, -0.30042332, 0.18663022]","[0.50052047, 0.299547, 0.59138876, 3.12441, -0.21036105, -0.15472709, 0.84340554]","[0.37047443, 0.037379213, 0.19692667, -1.6510055, -0.1648869, 1.8317862, 0.7549589, 0.84340554]",1.0,0.0,Wasabi Tempura,Wasabi Tempura,5085c3ce,5085c3ce,"[0.23127335, 0.15655932, 0.42570215, 2.840911, -0.23517317, 1.6811907]","[0.12678538, 0.538466, 0.44438535, -1.8103465, 0.03792822, -2.710278]","[-0.08976049, -0.3512647, 0.41580594, -1.5609757, 0.034744054, -0.7825007]",true,7.866667,118,8209,2382499,5460
false,false,false,"","","",0.69603527,"[0.5110347, -0.23405996, 0.47310132, 3.0625746, -0.41036928, -1.4551961]","[-0.18534073, -0.012490717, -0.20351693, -2.0064628, -0.4612641, 2.0799532, 1.2931893]","[-0.18534073, -0.012490717, -0.20351693, -2.0064628, -0.4612641, 2.0799532, 1.2931893, 0.69603527]",0.86924684,0.69284624,"[0.4831295, -0.23352566, 0.49570504, 3.0705326, -0.42393297, -1.464455]","[-0.34009156, 0.022403121, 0.24297336, -0.07526853, -0.029381532, -0.013364009]","[-0.19665363, -0.0961449, -0.201799, -2.0486386, -0.48202783, 2.05178, 1.2862276]","[-0.047276817, -0.37317258, 0.012006559, -0.20914003, -0.10012661, -0.118749924, -0.034815904]","[0.4831295, -0.23352566, 0.49570504, 3.0705326, -0.42393297, -1.464455, 0.86924684]","[-0.19665363, -0.0961449, -0.201799, -2.0486386, -0.48202783, 2.05178, 1.2862276, 0.86924684]",1.0,0.0,775 Roble,775 Roble,c850f181,c850f181,"[0.36845878, 0.146983, 0.38660535, 2.5632923, -0.0060918103, 1.7717792]","[0.16116866, 0.7008063, 0.4231336, -1.9706094, 0.07208718, -2.1817534]","[0.013231488, -0.49546102, 0.4210652, -1.9033914, 0.024134742, -0.86038196]",false,20.733334,311,8218,2384874,0
false,false,false,Pick the Rubik's cube and put it on top of the cabinet,Pick up the box and put it on top of the shelf,Move the rubik's cube to the topmost surface of the shelf,0.0,"[0.29489556, 0.10329947, 0.5620868, 2.9163089, 0.22478415, 0.13910566]","[0.07507282, -0.70005894, 0.22866721, -2.3193393, -0.057767477, 1.3888564, 0.065080196]","[0.07507282, -0.70005894, 0.22866721, -2.3193393, -0.057767477, 1.3888564, 0.065080196, 0.0]",0.0,0.0,"[0.29806817, 0.09629293, 0.5563021, 2.9238825, 0.19362602, 0.13391146]","[0.040500883, -0.08991182, -0.06765509, 0.07522548, -0.21269146, -0.045082934]","[0.09714733, -0.70506376, 0.19825049, -2.340207, -0.069417104, 1.429955, 0.07788024]","[0.10572657, -0.029144224, -0.14600511, -0.09847012, -0.058193684, 0.20592785, 0.06392566]","[0.29806817, 0.09629293, 0.5563021, 2.9238825, 0.19362602, 0.13391146, 0.0]","[0.09714733, -0.70506376, 0.19825049, -2.340207, -0.069417104, 1.429955, 0.07788024, 0.0]",1.0,0.0,Autolab,Autolab,84bd5053,84bd5053,"[0.22395326, 0.050555628, 0.5644515, 2.98022, 0.19655967, 1.7681019]","[0.085036024, 0.56347334, 0.41685927, -1.9572086, -0.02339346, -2.11812]","[0.22175805, -0.31568003, 0.40504256, -2.0410619, 0.018132847, -0.4779696]",true,1.0,15,8228,2387536,5469
false,false,false,Pick up the black objects from the counter and put them in the open drawer and close it,Pick up the black objects and put them in the open drawer and then close the drawer,Place the three black objects into the open cabinet drawer and close the drawer,0.004405309,"[0.51134133, -0.052395876, 0.19151486, -3.113419, 0.3059842, -0.3021368]","[-0.0822014, 0.35446152, -0.02485539, -2.2257416, 0.12516624, 2.2808263, 0.1037364]","[-0.0822014, 0.35446152, -0.02485539, -2.2257416, 0.12516624, 2.2808263, 0.1037364, 0.004405309]",0.0,-0.013215927,"[0.51434624, -0.019865872, 0.27634126, -3.0727293, 0.25102687, -0.16403124]","[-0.0009533506, 0.3101584, 0.910474, 0.11215741, -0.32341132, 0.6485797]","[-0.045501847, 0.17884961, -0.0016928073, -2.238973, 0.11152498, 2.1741464, 0.05186095]","[0.13376848, -0.7099484, 0.07825259, -0.07192275, -0.061911155, -0.42573795, -0.20817824]","[0.51434624, -0.019865872, 0.27634126, -3.0727293, 0.25102687, -0.16403124, 0.0]","[-0.045501847, 0.17884961, -0.0016928073, -2.238973, 0.11152498, 2.1741464, 0.05186095, 0.0]",1.0,0.0,Autolab,Autolab,9aed6d7a,9aed6d7a,"[0.20399514, 0.13041319, 0.54538625, 2.9537046, 0.3301844, 1.4999716]","[0.092203245, 0.38030526, 0.390233, -1.8948109, 0.066169776, -1.8423305]","[0.0014713662, -0.30253476, 0.5297779, -2.299928, -0.02959452, -0.91084254]",true,8.133333,122,8230,2387867,5470
false,false,false,"Move the black bishop to the right, pick up two of the beige chess pieces and put them on the chess board",Move one chess piece to the right then put two others on the chess board,"Move the black bishop to the right, pick up two of the beige chess pieces and put them on the chess board",0.0,"[0.39925224, 0.23647563, 0.45674628, 3.1170664, 0.01597655, 0.17678496]","[0.24201593, -0.2748735, 0.27480704, -2.2871947, 0.06119422, 1.9983453, 0.30311698]","[0.24201593, -0.2748735, 0.27480704, -2.2871947, 0.06119422, 1.9983453, 0.30311698, 0.0]",0.0,0.0,"[0.3920293, 0.27757192, 0.4494482, 3.103207, 0.032562833, 0.27262303]","[-0.026781356, 0.3954365, -0.0645098, -0.08026474, 0.0699539, 0.46497428]","[0.27264678, -0.22521229, 0.3273555, -2.2501829, 0.051962994, 1.9930404, 0.29506612]","[0.10497668, 0.21418191, 0.17732906, 0.17238873, -0.04549377, -0.027817223, -0.040196296]","[0.3920293, 0.27757192, 0.4494482, 3.103207, 0.032562833, 0.27262303, 0.0]","[0.27264678, -0.22521229, 0.3273555, -2.2501829, 0.051962994, 1.9930404, 0.29506612, 0.0]",1.0,0.0,Gates G60,Gates G60,f61abce9,f61abce9,"[0.27861586, 0.12161216, 0.4838847, 2.6690228, 0.002418793, 1.3548492]","[-0.09877917, -0.39195195, 0.4780866, -1.8237695, -0.012183613, -0.74668306]","[0.0360804, 0.46167168, 0.5027938, -1.8159127, -0.039057244, -2.320212]",true,7.4666667,112,8262,2396038,5489
false,false,false,Remove the yellow object from the green bowl and then put it on the yellow block,Put the yellow toy on the light green block,Remove the yellow object from the green bowl and put it on the  lime green building block,0.5859031,"[0.4972269, 0.115500875, 0.19207175, 2.843291, 0.15463617, 0.5019837]","[0.24326032, 0.32720837, -0.019863777, -2.3050926, -0.5518482, 2.4923718, 0.1654058]","[0.24326032, 0.32720837, -0.019863777, -2.3050926, -0.5518482, 2.4923718, 0.1654058, 0.5859031]",0.8359031,1.0,"[0.48132345, 0.119572155, 0.19275697, 2.8163774, 0.12704448, 0.5198259]","[-0.18382394, 0.03548501, 0.02834262, -0.04423248, -0.24455822, 0.1016469]","[0.25143552, 0.2981707, -0.019231418, -2.3493686, -0.61490667, 2.5274448, 0.21974073]","[0.03004752, -0.14521965, -0.0013909778, -0.19694819, -0.2674443, 0.15983804, 0.2418933]","[0.48132345, 0.119572155, 0.19275697, 2.8163774, 0.12704448, 0.5198259, 0.8359031]","[0.25143552, 0.2981707, -0.019231418, -2.3493686, -0.61490667, 2.5274448, 0.21974073, 0.8359031]",1.0,0.0,BWW,BWW,be856380,be856380,"[0.36479965, -0.2001636, 0.4065027, 2.724775, 0.038875066, 1.719572]","[0.17353198, -0.39377403, 0.5803066, -2.3210304, 0.038438782, -0.72001296]","[0.27671787, 0.5287732, 0.4899082, -2.2892714, -0.046527985, -2.033509]",true,8.0,120,8275,2399587,5498
false,false,false,"","","",0.0,"[0.3814904, 0.19610082, 0.46978518, 2.9400303, 0.2381233, -0.012346111]","[0.11213374, -0.30859774, 0.34093863, -2.228929, 0.017530534, 1.6373385, 0.4070882]","[0.11213374, -0.30859774, 0.34093863, -2.228929, 0.017530534, 1.6373385, 0.4070882, 0.0]",0.0,0.0,"[0.38149342, 0.19609417, 0.46977985, 2.9400342, 0.23812969, -0.012363499]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1367914, -0.30548707, 0.31874928, -2.227636, 0.011487443, 1.6359969, 0.41306692]","[0.12334138, 0.015534005, -0.11091843, 0.0065165577, -0.030234644, -0.006753334, 0.02989031]","[0.38149342, 0.19609417, 0.46977985, 2.9400342, 0.23812969, -0.012363499, 0.0]","[0.1367914, -0.30548707, 0.31874928, -2.227636, 0.011487443, 1.6359969, 0.41306692, 0.0]",1.0,0.0,RAIL,RAIL,d027f2ae,d027f2ae,"[0.31071484, 0.1497655, 0.4762262, 3.0600119, 0.1800217, 1.6015744]","[0.3282409, -0.24312761, 0.29942763, -2.0673354, 0.0040779, -0.73172855]","[0.18011446, 0.35730696, 0.60965484, -2.2169511, -0.15123814, -1.8554327]",false,0.26666668,4,8290,2403132,0
